user_id,recency_days,frequency_90d,monetary_avg,is_fraud,Cluster,Decision_Segment
USER_05611,5,6,392,0,1,Allowed
USER_05612,4,9,761,0,1,Allowed
USER_05613,32,45,4404,0,1,Allowed
USER_05614,1,4,804,0,1,Allowed
USER_05615,50,500,9987,0,2,Blocked
USER_05616,10,4,605,0,1,Allowed
USER_05617,7,8,1442,0,1,Allowed
USER_05618,58,77,2423,0,1,Allowed
USER_05619,23,181,6028,0,1,Allowed
USER_05620,67,4,668,0,1,Allowed
USER_05621,122,69,54121,1,0,Suspicious
USER_05622,18,4,1144,0,1,Allowed
USER_05623,23,11,618,0,1,Allowed
USER_05624,11,2,1030,0,1,Allowed
USER_05625,86,22,5805,0,0,Suspicious
USER_05626,29,22,20141,0,1,Allowed
USER_05627,28,1,411,0,1,Allowed
USER_05628,23,4,1118,0,1,Allowed
USER_05629,21,2,830,0,1,Allowed
USER_05630,7,9,490,0,1,Allowed
USER_05631,6,13,2484,0,1,Allowed
USER_05632,66,15,34936,0,1,Allowed
USER_05633,48,5,662,0,1,Allowed
USER_05634,21,5,23849,0,1,Allowed
USER_05635,55,3,480,0,1,Allowed
USER_05636,23,11,325,0,1,Allowed
USER_05637,9,55,6991,0,1,Allowed
USER_05638,23,5,1059,0,1,Allowed
USER_05639,13,9,613,0,1,Allowed
USER_05640,4,25,9839,0,1,Allowed
USER_05641,7,5,605,0,1,Allowed
USER_05642,23,7,830,0,1,Allowed
USER_05643,6,47,5258,0,1,Allowed
USER_05644,175,45,14755,0,0,Suspicious
USER_05645,86,4,765,0,0,Suspicious
USER_05646,11,4,171,0,1,Allowed
USER_05647,95,116,2127,0,0,Suspicious
USER_05648,41,4,919,0,1,Allowed
USER_05649,25,4,307,0,1,Allowed
USER_05650,42,55,5816,0,1,Allowed
USER_05651,1,15,3819,0,1,Allowed
USER_05652,7,6,307,0,1,Allowed
USER_05653,80,70,38940,0,0,Suspicious
USER_05654,27,2,1078,0,1,Allowed
USER_05655,51,2,271,0,1,Allowed
USER_05656,44,5,479,0,1,Allowed
USER_05657,37,233,13679,0,1,Allowed
USER_05658,21,5,736,0,1,Allowed
USER_05659,12,1,1101,0,1,Allowed
USER_05660,25,21,3458,0,1,Allowed
USER_05661,11,500,51846,0,2,Blocked
USER_05662,19,10,783,0,1,Allowed
USER_05663,8,107,11892,0,1,Allowed
USER_05664,180,42,31753,1,0,Suspicious
USER_05665,62,2,415,0,1,Allowed
USER_05666,0,2,539,0,1,Allowed
USER_05667,3,4,750,0,1,Allowed
USER_05668,6,2,671,0,1,Allowed
USER_05669,35,3,827,0,1,Allowed
USER_05670,42,6,652,0,1,Allowed
USER_05671,78,9,22659,0,0,Suspicious
USER_05672,58,3,1322,0,1,Allowed
USER_05673,64,3,865,0,1,Allowed
USER_05674,138,20,500000,1,2,Blocked
USER_05675,6,9,948,0,1,Allowed
USER_05676,46,3,1118,0,1,Allowed
USER_05677,39,9,1111,0,1,Allowed
USER_05678,30,500,6160,0,2,Blocked
USER_05679,2,2,437,0,1,Allowed
USER_05680,180,125,500000,1,2,Blocked
USER_05681,22,35,10402,0,1,Allowed
USER_05682,6,23,2852,0,1,Allowed
USER_05683,4,1,943,0,1,Allowed
USER_05684,6,3,864,0,1,Allowed
USER_05685,6,8,507,0,1,Allowed
USER_05686,6,5,481,0,1,Allowed
USER_05687,8,3,744,0,1,Allowed
USER_05688,10,12,10543,0,1,Allowed
USER_05689,125,40,4371,0,0,Suspicious
USER_05690,180,6,1519,0,0,Suspicious
USER_05691,3,5,1487,0,1,Allowed
USER_05692,18,1,1196,0,1,Allowed
USER_05693,9,4,675,0,1,Allowed
USER_05694,32,5,496,0,1,Allowed
USER_05695,12,25,4222,0,1,Allowed
USER_05696,25,4,223,0,1,Allowed
USER_05697,62,37,9703,0,1,Allowed
USER_05698,13,117,5982,0,1,Allowed
USER_05699,35,2,571,0,1,Allowed
USER_05700,16,2,251,0,1,Allowed
USER_05701,19,23,5327,0,1,Allowed
USER_05702,34,5,1925,0,1,Allowed
USER_05703,24,55,3169,0,1,Allowed
USER_05704,97,188,94351,0,2,Blocked
USER_05705,1,3,2061,0,1,Allowed
USER_05706,71,2,955,0,1,Allowed
USER_05707,9,9,833,0,1,Allowed
USER_05708,6,6,575,0,1,Allowed
USER_05709,22,3,859,0,1,Allowed
USER_05710,15,6,973,0,1,Allowed
USER_05711,5,4,516,0,1,Allowed
USER_05712,27,3,510,0,1,Allowed
USER_05713,48,37,10256,0,1,Allowed
USER_05714,43,63,6966,0,1,Allowed
USER_05715,50,38,7278,0,1,Allowed
USER_05716,3,2,262,0,1,Allowed
USER_05717,47,8,448,0,1,Allowed
USER_05718,22,3,799,0,1,Allowed
USER_05719,1,5,1240,0,1,Allowed
USER_05720,23,2,513,0,1,Allowed
USER_05721,14,4,706,0,1,Allowed
USER_05722,7,4,383,0,1,Allowed
USER_05723,92,286,29109,0,2,Blocked
USER_05724,2,2,597,0,1,Allowed
USER_05725,46,24,20496,0,1,Allowed
USER_05726,72,18,23791,0,0,Suspicious
USER_05727,39,6,1218,0,1,Allowed
USER_05728,12,1,441,0,1,Allowed
USER_05729,49,17,21840,0,1,Allowed
USER_05730,39,6,1018,0,1,Allowed
USER_05731,9,7,369,0,1,Allowed
USER_05732,4,7,147,0,1,Allowed
USER_05733,50,273,46834,0,2,Blocked
USER_05734,10,49,6344,0,1,Allowed
USER_05735,1,10,601,0,1,Allowed
USER_05736,32,3,487,0,1,Allowed
USER_05737,18,3,617,0,1,Allowed
USER_05738,4,2,658,0,1,Allowed
USER_05739,1,2,809,0,1,Allowed
USER_05740,9,4,434,0,1,Allowed
USER_05741,127,124,1691,0,0,Suspicious
USER_05742,66,120,8456,0,0,Suspicious
USER_05743,28,8,405,0,1,Allowed
USER_05744,9,4,566,0,1,Allowed
USER_05745,14,3,633,0,1,Allowed
USER_05746,15,2,413,0,1,Allowed
USER_05747,1,4,922,0,1,Allowed
USER_05748,2,5,1192,0,1,Allowed
USER_05749,11,5,546,0,1,Allowed
USER_05750,0,3,488,0,1,Allowed
USER_05751,29,4,1212,0,1,Allowed
USER_05752,8,6,670,0,1,Allowed
USER_05753,4,7,645,0,1,Allowed
USER_05754,29,3,1019,0,1,Allowed
USER_05755,19,9,462,0,1,Allowed
USER_05756,8,17,891,0,1,Allowed
USER_05757,163,22,11947,0,0,Suspicious
USER_05758,5,3,859,0,1,Allowed
USER_05759,23,4,386,0,1,Allowed
USER_05760,113,37,10689,0,0,Suspicious
USER_05761,15,7,276,0,1,Allowed
USER_05762,17,5,1191,0,1,Allowed
USER_05763,44,4,579,0,1,Allowed
USER_05764,104,12,3679,0,0,Suspicious
USER_05765,3,2,222,0,1,Allowed
USER_05766,74,8,1188,0,0,Suspicious
USER_05767,2,97,3498,0,1,Allowed
USER_05768,43,3,795,0,1,Allowed
USER_05769,6,3,718,0,1,Allowed
USER_05770,10,3,725,0,1,Allowed
USER_05771,89,203,55442,1,2,Blocked
USER_05772,21,4,942,0,1,Allowed
USER_05773,94,35,2471,0,0,Suspicious
USER_05774,17,56,2484,0,1,Allowed
USER_05775,9,7,430,0,1,Allowed
USER_05776,58,33,4199,0,1,Allowed
USER_05777,10,5,647,0,1,Allowed
USER_05778,8,7,378,0,1,Allowed
USER_05779,1,1,591,0,1,Allowed
USER_05780,17,100,76468,0,1,Allowed
USER_05781,93,172,7599,0,0,Suspicious
USER_05782,58,500,171287,0,2,Blocked
USER_05783,30,13,5089,0,1,Allowed
USER_05784,53,42,14886,0,1,Allowed
USER_05785,15,40,7980,0,1,Allowed
USER_05786,1,3,642,0,1,Allowed
USER_05787,99,8,2705,0,0,Suspicious
USER_05788,9,83,1212,0,1,Allowed
USER_05789,113,8,478,0,0,Suspicious
USER_05790,15,14,3823,0,1,Allowed
USER_05791,9,4,691,0,1,Allowed
USER_05792,180,269,16200,0,0,Suspicious
USER_05793,3,6,777,0,1,Allowed
USER_05794,8,5,524,0,1,Allowed
USER_05795,3,5,534,0,1,Allowed
USER_05796,180,500,23985,1,2,Blocked
USER_05797,20,2,498,0,1,Allowed
USER_05798,10,39,1834,0,1,Allowed
USER_05799,1,5,1067,0,1,Allowed
USER_05800,69,69,4621,0,0,Suspicious
USER_05801,121,69,7635,0,0,Suspicious
USER_05802,0,19,1362,0,1,Allowed
USER_05803,6,3,1272,0,1,Allowed
USER_05804,0,8,702,0,1,Allowed
USER_05805,2,2,690,0,1,Allowed
USER_05806,1,4,530,0,1,Allowed
USER_05807,0,3,583,0,1,Allowed
USER_05808,35,2,925,0,1,Allowed
USER_05809,0,1,1157,0,1,Allowed
USER_05810,2,4,301,0,1,Allowed
USER_05811,3,4,304,0,1,Allowed
USER_05812,36,8,813,0,1,Allowed
USER_05813,27,27,6795,0,1,Allowed
USER_05814,3,4,667,0,1,Allowed
USER_05815,4,8,723,0,1,Allowed
USER_05816,3,11,557,0,1,Allowed
USER_05817,22,4,607,0,1,Allowed
USER_05818,4,5,397,0,1,Allowed
USER_05819,14,4,565,0,1,Allowed
USER_05820,15,9,543,0,1,Allowed
USER_05821,30,1,863,0,1,Allowed
USER_05822,10,3,1306,0,1,Allowed
USER_05823,29,500,33254,0,2,Blocked
USER_05824,33,37,6037,0,1,Allowed
USER_05825,33,4,757,0,1,Allowed
USER_05826,12,432,16899,0,2,Blocked
USER_05827,22,5,773,0,1,Allowed
USER_05828,2,82,5043,0,1,Allowed
USER_05829,4,2,320,0,1,Allowed
USER_05830,11,49,9373,0,1,Allowed
USER_05831,13,4,1897,0,1,Allowed
USER_05832,20,5,1310,0,1,Allowed
USER_05833,180,106,11329,0,0,Suspicious
USER_05834,1,8,536,0,1,Allowed
USER_05835,130,100,1183,0,0,Suspicious
USER_05836,9,4,1298,0,1,Allowed
USER_05837,26,27,6517,0,1,Allowed
USER_05838,11,7,520,0,1,Allowed
USER_05839,54,10,4715,0,1,Allowed
USER_05840,5,15,3311,0,1,Allowed
USER_05841,16,25,2209,0,1,Allowed
USER_05842,15,5,1855,0,1,Allowed
USER_05843,15,3,485,0,1,Allowed
USER_05844,10,2,1237,0,1,Allowed
USER_05845,21,2,827,0,1,Allowed
USER_05846,17,5,1304,0,1,Allowed
USER_05847,22,9,414,0,1,Allowed
USER_05848,4,3,1067,0,1,Allowed
USER_05849,37,3,588,0,1,Allowed
USER_05850,33,3,1078,0,1,Allowed
USER_05851,2,2,439,0,1,Allowed
USER_05852,17,2,767,0,1,Allowed
USER_05853,1,13,1486,0,1,Allowed
USER_05854,11,5,345,0,1,Allowed
USER_05855,16,17,14307,0,1,Allowed
USER_05856,8,5,528,0,1,Allowed
USER_05857,41,4,449,0,1,Allowed
USER_05858,13,7,1169,0,1,Allowed
USER_05859,4,2,1223,0,1,Allowed
USER_05860,50,26,3640,0,1,Allowed
USER_05861,7,1,976,0,1,Allowed
USER_05862,15,3,937,0,1,Allowed
USER_05863,3,15,8877,0,1,Allowed
USER_05864,0,7,1201,0,1,Allowed
USER_05865,19,21,8446,0,1,Allowed
USER_05866,180,200,89071,1,2,Blocked
USER_05867,20,2,777,0,1,Allowed
USER_05868,11,16,1814,0,1,Allowed
USER_05869,8,2,547,0,1,Allowed
USER_05870,14,89,3074,0,1,Allowed
USER_05871,56,18,17910,0,1,Allowed
USER_05872,180,103,27275,1,0,Suspicious
USER_05873,71,415,10599,0,2,Blocked
USER_05874,56,11,1004,0,1,Allowed
USER_05875,8,2,518,0,1,Allowed
USER_05876,1,4,322,0,1,Allowed
USER_05877,84,210,22553,0,0,Suspicious
USER_05878,1,2,764,0,1,Allowed
USER_05879,59,349,15782,0,2,Blocked
USER_05880,27,5,834,0,1,Allowed
USER_05881,43,8,313,0,1,Allowed
USER_05882,9,3,862,0,1,Allowed
USER_05883,93,46,1738,0,0,Suspicious
USER_05884,3,19,1148,0,1,Allowed
USER_05885,45,500,24523,0,2,Blocked
USER_05886,22,76,9177,0,1,Allowed
USER_05887,146,27,2440,0,0,Suspicious
USER_05888,79,3,1176,0,0,Suspicious
USER_05889,35,11,959,0,1,Allowed
USER_05890,64,13,3592,0,1,Allowed
USER_05891,3,3,803,0,1,Allowed
USER_05892,7,4,481,0,1,Allowed
USER_05893,24,2,589,0,1,Allowed
USER_05894,75,19,4878,0,0,Suspicious
USER_05895,0,5,648,0,1,Allowed
USER_05896,42,5,1102,0,1,Allowed
USER_05897,82,14,3991,0,0,Suspicious
USER_05898,79,6,433,0,0,Suspicious
USER_05899,1,3,1177,0,1,Allowed
USER_05900,4,5,654,0,1,Allowed
USER_05901,35,3,773,0,1,Allowed
USER_05902,76,4,797,0,0,Suspicious
USER_05903,123,57,1708,0,0,Suspicious
USER_05904,6,3,246,0,1,Allowed
USER_05905,21,7,965,0,1,Allowed
USER_05906,1,9,1125,0,1,Allowed
USER_05907,12,166,56830,0,1,Allowed
USER_05908,5,48,4565,0,1,Allowed
USER_05909,5,2,712,0,1,Allowed
USER_05910,2,92,1915,0,1,Allowed
USER_05911,5,15,6020,0,1,Allowed
USER_05912,12,245,18053,0,1,Allowed
USER_05913,8,31,2757,0,1,Allowed
USER_05914,0,308,41643,0,2,Blocked
USER_05915,21,88,5202,0,1,Allowed
USER_05916,3,7,510,0,1,Allowed
USER_05917,67,3,359,0,1,Allowed
USER_05918,74,3,922,0,0,Suspicious
USER_05919,66,1,745,0,1,Allowed
USER_05920,0,4,1061,0,1,Allowed
USER_05921,63,23,1496,0,1,Allowed
USER_05922,28,3,1009,0,1,Allowed
USER_05923,2,2,905,0,1,Allowed
USER_05924,37,6,908,0,1,Allowed
USER_05925,54,2,1545,0,1,Allowed
USER_05926,37,91,2701,0,1,Allowed
USER_05927,1,3,604,0,1,Allowed
USER_05928,9,3,1209,0,1,Allowed
USER_05929,20,2,450,0,1,Allowed
USER_05930,1,9,271,0,1,Allowed
USER_05931,14,3,1032,0,1,Allowed
USER_05932,55,118,4978,0,1,Allowed
USER_05933,180,337,52835,1,2,Blocked
USER_05934,7,7,1414,0,1,Allowed
USER_05935,2,4,383,0,1,Allowed
USER_05936,28,6,928,0,1,Allowed
USER_05937,15,3,664,0,1,Allowed
USER_05938,1,3,843,0,1,Allowed
USER_05939,14,20,993,0,1,Allowed
USER_05940,12,7,703,0,1,Allowed
USER_05941,173,254,44423,1,2,Blocked
USER_05942,28,5,907,0,1,Allowed
USER_05943,21,2,622,0,1,Allowed
USER_05944,5,8,717,0,1,Allowed
USER_05945,74,93,44929,0,0,Suspicious
USER_05946,9,7,513,0,1,Allowed
USER_05947,19,4,555,0,1,Allowed
USER_05948,162,468,101330,1,2,Blocked
USER_05949,1,2,583,0,1,Allowed
USER_05950,2,2,408,0,1,Allowed
USER_05951,180,229,6924,0,0,Suspicious
USER_05952,17,3,348,0,1,Allowed
USER_05953,144,500,69710,1,2,Blocked
USER_05954,30,4,1673,0,1,Allowed
USER_05955,27,7,5357,0,1,Allowed
USER_05956,3,5,1403,0,1,Allowed
USER_05957,1,1,612,0,1,Allowed
USER_05958,13,208,100290,1,2,Blocked
USER_05959,23,21,3027,0,1,Allowed
USER_05960,34,3,485,0,1,Allowed
USER_05961,3,216,69949,1,2,Blocked
USER_05962,53,76,29077,0,1,Allowed
USER_05963,133,500,20244,1,2,Blocked
USER_05964,6,3,1149,0,1,Allowed
USER_05965,30,4,1003,0,1,Allowed
USER_05966,5,5,717,0,1,Allowed
USER_05967,180,60,3710,0,0,Suspicious
USER_05968,21,23,2289,0,1,Allowed
USER_05969,37,42,7415,0,1,Allowed
USER_05970,3,4,636,0,1,Allowed
USER_05971,13,4,775,0,1,Allowed
USER_05972,116,149,34917,0,0,Suspicious
USER_05973,36,12,3658,0,1,Allowed
USER_05974,3,4,660,0,1,Allowed
USER_05975,25,3,716,0,1,Allowed
USER_05976,15,21,5197,0,1,Allowed
USER_05977,98,10,903,0,0,Suspicious
USER_05978,9,2,806,0,1,Allowed
USER_05979,33,5,1416,0,1,Allowed
USER_05980,28,4,1112,0,1,Allowed
USER_05981,43,2,422,0,1,Allowed
USER_05982,42,7,373,0,1,Allowed
USER_05983,10,11,814,0,1,Allowed
USER_05984,180,8,3878,0,0,Suspicious
USER_05985,30,3,318,0,1,Allowed
USER_05986,2,398,15613,0,2,Blocked
USER_05987,5,3,431,0,1,Allowed
USER_05988,17,4,485,0,1,Allowed
USER_05989,101,43,6051,0,0,Suspicious
USER_05990,16,49,5394,0,1,Allowed
USER_05991,26,3,1741,0,1,Allowed
USER_05992,76,38,10679,0,0,Suspicious
USER_05993,7,38,1758,0,1,Allowed
USER_05994,5,57,4296,0,1,Allowed
USER_05995,59,61,2629,0,1,Allowed
USER_05996,22,7,1260,0,1,Allowed
USER_05997,30,11,1683,0,1,Allowed
USER_05998,47,83,206913,0,2,Blocked
USER_05999,10,6,512,0,1,Allowed
USER_06000,26,14,1293,0,1,Allowed
USER_06001,140,180,17582,0,0,Suspicious
USER_06002,29,43,4976,0,1,Allowed
USER_06003,117,14,7399,0,0,Suspicious
USER_06004,7,3,543,0,1,Allowed
USER_06005,22,29,3772,0,1,Allowed
USER_06006,71,26,3524,0,1,Allowed
USER_06007,22,2,1962,0,1,Allowed
USER_06008,13,4,1690,0,1,Allowed
USER_06009,2,2,749,0,1,Allowed
USER_06010,68,19,22874,0,1,Allowed
USER_06011,8,7,269,0,1,Allowed
USER_06012,2,4,562,0,1,Allowed
USER_06013,9,56,7383,0,1,Allowed
USER_06014,26,4,1258,0,1,Allowed
USER_06015,14,5,380,0,1,Allowed
USER_06016,37,264,36011,0,2,Blocked
USER_06017,12,3,521,0,1,Allowed
USER_06018,16,42,7394,0,1,Allowed
USER_06019,14,2,1371,0,1,Allowed
USER_06020,180,49,3193,0,0,Suspicious
USER_06021,4,4,2634,0,1,Allowed
USER_06022,8,3,548,0,1,Allowed
USER_06023,15,39,16913,0,1,Allowed
USER_06024,5,5,903,0,1,Allowed
USER_06025,13,129,4503,0,1,Allowed
USER_06026,53,20,5634,0,1,Allowed
USER_06027,14,2,617,0,1,Allowed
USER_06028,11,7,333,0,1,Allowed
USER_06029,38,13,1443,0,1,Allowed
USER_06030,180,500,23160,1,2,Blocked
USER_06031,17,3,487,0,1,Allowed
USER_06032,0,8,1288,0,1,Allowed
USER_06033,10,6,462,0,1,Allowed
USER_06034,9,4,357,0,1,Allowed
USER_06035,180,12,33069,1,0,Suspicious
USER_06036,9,3,278,0,1,Allowed
USER_06037,6,4,151,0,1,Allowed
USER_06038,8,2,1003,0,1,Allowed
USER_06039,28,9,1531,0,1,Allowed
USER_06040,19,17,3735,0,1,Allowed
USER_06041,6,1,427,0,1,Allowed
USER_06042,16,5,825,0,1,Allowed
USER_06043,180,500,20518,1,2,Blocked
USER_06044,30,3,2340,0,1,Allowed
USER_06045,23,13,6005,0,1,Allowed
USER_06046,13,10,779,0,1,Allowed
USER_06047,35,4,1088,0,1,Allowed
USER_06048,5,9,2194,0,1,Allowed
USER_06049,11,4,701,0,1,Allowed
USER_06050,15,2,1335,0,1,Allowed
USER_06051,18,2,1450,0,1,Allowed
USER_06052,30,3,450,0,1,Allowed
USER_06053,5,6,1229,0,1,Allowed
USER_06054,22,7,1091,0,1,Allowed
USER_06055,33,2,430,0,1,Allowed
USER_06056,60,5,408,0,1,Allowed
USER_06057,9,8,642,0,1,Allowed
USER_06058,26,19,853,0,1,Allowed
USER_06059,29,4,1537,0,1,Allowed
USER_06060,70,3,492,0,1,Allowed
USER_06061,6,4,908,0,1,Allowed
USER_06062,19,500,473042,1,2,Blocked
USER_06063,22,125,7380,0,1,Allowed
USER_06064,2,2,469,0,1,Allowed
USER_06065,51,2,490,0,1,Allowed
USER_06066,69,2,670,0,1,Allowed
USER_06067,17,10,1419,0,1,Allowed
USER_06068,28,6,1047,0,1,Allowed
USER_06069,51,13,28540,0,1,Allowed
USER_06070,47,12,793,0,1,Allowed
USER_06071,148,241,39121,1,0,Suspicious
USER_06072,52,5,1168,0,1,Allowed
USER_06073,13,5,830,0,1,Allowed
USER_06074,40,3,538,0,1,Allowed
USER_06075,3,9,542,0,1,Allowed
USER_06076,3,4,1790,0,1,Allowed
USER_06077,9,3,971,0,1,Allowed
USER_06078,15,4,1062,0,1,Allowed
USER_06079,36,29,9821,0,1,Allowed
USER_06080,13,3,484,0,1,Allowed
USER_06081,3,13,5385,0,1,Allowed
USER_06082,13,4,588,0,1,Allowed
USER_06083,117,27,1129,0,0,Suspicious
USER_06084,11,3,1304,0,1,Allowed
USER_06085,163,4,947,0,0,Suspicious
USER_06086,12,1,494,0,1,Allowed
USER_06087,5,7,818,0,1,Allowed
USER_06088,2,3,1449,0,1,Allowed
USER_06089,180,115,97653,1,2,Blocked
USER_06090,3,16,7474,0,1,Allowed
USER_06091,160,12,5244,0,0,Suspicious
USER_06092,2,4,1295,0,1,Allowed
USER_06093,2,2,553,0,1,Allowed
USER_06094,3,20,1831,0,1,Allowed
USER_06095,9,5,531,0,1,Allowed
USER_06096,3,3,864,0,1,Allowed
USER_06097,180,500,142471,1,2,Blocked
USER_06098,102,178,97838,0,2,Blocked
USER_06099,49,25,2432,0,1,Allowed
USER_06100,20,6,850,0,1,Allowed
USER_06101,21,45,8429,0,1,Allowed
USER_06102,5,5,528,0,1,Allowed
USER_06103,1,2,410,0,1,Allowed
USER_06104,1,90,25309,0,1,Allowed
USER_06105,12,6,446,0,1,Allowed
USER_06106,18,8,946,0,1,Allowed
USER_06107,31,2,538,0,1,Allowed
USER_06108,4,4,371,0,1,Allowed
USER_06109,9,3,1390,0,1,Allowed
USER_06110,3,3,1315,0,1,Allowed
USER_06111,8,9,309,0,1,Allowed
USER_06112,18,8,1127,0,1,Allowed
USER_06113,32,2,859,0,1,Allowed
USER_06114,28,7,254,0,1,Allowed
USER_06115,16,3,295,0,1,Allowed
USER_06116,58,61,2811,0,1,Allowed
USER_06117,41,2,1055,0,1,Allowed
USER_06118,26,3,392,0,1,Allowed
USER_06119,0,14,423,0,1,Allowed
USER_06120,27,1,369,0,1,Allowed
USER_06121,98,71,5793,0,0,Suspicious
USER_06122,5,5,10961,0,1,Allowed
USER_06123,56,227,72462,1,2,Blocked
USER_06124,30,3,294,0,1,Allowed
USER_06125,12,4,872,0,1,Allowed
USER_06126,46,24,7428,0,1,Allowed
USER_06127,51,56,1442,0,1,Allowed
USER_06128,5,4,898,0,1,Allowed
USER_06129,14,5,624,0,1,Allowed
USER_06130,28,7,595,0,1,Allowed
USER_06131,14,8,345,0,1,Allowed
USER_06132,41,3,462,0,1,Allowed
USER_06133,2,1,818,0,1,Allowed
USER_06134,3,80,2553,0,1,Allowed
USER_06135,64,5,410,0,1,Allowed
USER_06136,32,122,8645,0,1,Allowed
USER_06137,38,1,1601,0,1,Allowed
USER_06138,9,1,746,0,1,Allowed
USER_06139,1,9,793,0,1,Allowed
USER_06140,32,5,1062,0,1,Allowed
USER_06141,33,11,464,0,1,Allowed
USER_06142,74,2,479,0,1,Allowed
USER_06143,27,4,520,0,1,Allowed
USER_06144,42,1,1418,0,1,Allowed
USER_06145,28,4,1730,0,1,Allowed
USER_06146,44,8,1460,0,1,Allowed
USER_06147,43,5,506,0,1,Allowed
USER_06148,16,4,467,0,1,Allowed
USER_06149,39,2,1047,0,1,Allowed
USER_06150,3,3,439,0,1,Allowed
USER_06151,68,4,432,0,1,Allowed
USER_06152,3,1,560,0,1,Allowed
USER_06153,49,2,630,0,1,Allowed
USER_06154,10,5,731,0,1,Allowed
USER_06155,85,14,12540,0,0,Suspicious
USER_06156,11,1,700,0,1,Allowed
USER_06157,1,1,1155,0,1,Allowed
USER_06158,78,104,4510,0,0,Suspicious
USER_06159,114,115,6154,0,0,Suspicious
USER_06160,116,43,1653,0,0,Suspicious
USER_06161,27,2,509,0,1,Allowed
USER_06162,17,5,732,0,1,Allowed
USER_06163,6,5,444,0,1,Allowed
USER_06164,31,4,565,0,1,Allowed
USER_06165,4,3,703,0,1,Allowed
USER_06166,4,8,1099,0,1,Allowed
USER_06167,28,58,7861,0,1,Allowed
USER_06168,6,5,496,0,1,Allowed
USER_06169,65,167,62186,1,2,Blocked
USER_06170,2,8,256,0,1,Allowed
USER_06171,2,3,440,0,1,Allowed
USER_06172,2,3,751,0,1,Allowed
USER_06173,2,5,933,0,1,Allowed
USER_06174,19,5,556,0,1,Allowed
USER_06175,111,130,10361,0,0,Suspicious
USER_06176,5,2,663,0,1,Allowed
USER_06177,8,3,709,0,1,Allowed
USER_06178,72,191,14861,0,0,Suspicious
USER_06179,7,5,835,0,1,Allowed
USER_06180,53,6,361,0,1,Allowed
USER_06181,9,99,1888,0,1,Allowed
USER_06182,66,30,11429,0,1,Allowed
USER_06183,40,4,910,0,1,Allowed
USER_06184,57,2,969,0,1,Allowed
USER_06185,4,8,758,0,1,Allowed
USER_06186,30,25,3963,0,1,Allowed
USER_06187,1,4,648,0,1,Allowed
USER_06188,87,335,15083,0,2,Blocked
USER_06189,7,3,1046,0,1,Allowed
USER_06190,30,7,1047,0,1,Allowed
USER_06191,180,165,47461,1,0,Suspicious
USER_06192,32,2,872,0,1,Allowed
USER_06193,39,257,2980,0,1,Allowed
USER_06194,0,42,8016,0,1,Allowed
USER_06195,18,17,1962,0,1,Allowed
USER_06196,2,2,1245,0,1,Allowed
USER_06197,38,19,2651,0,1,Allowed
USER_06198,9,3,1547,0,1,Allowed
USER_06199,4,1,1195,0,1,Allowed
USER_06200,29,34,1860,0,1,Allowed
USER_06201,0,3,745,0,1,Allowed
USER_06202,0,4,1296,0,1,Allowed
USER_06203,106,42,9209,0,0,Suspicious
USER_06204,8,4,699,0,1,Allowed
USER_06205,180,302,47196,1,2,Blocked
USER_06206,16,3,937,0,1,Allowed
USER_06207,144,423,40776,1,2,Blocked
USER_06208,0,5,623,0,1,Allowed
USER_06209,32,43,12558,0,1,Allowed
USER_06210,25,1,735,0,1,Allowed
USER_06211,25,17,5163,0,1,Allowed
USER_06212,2,2,631,0,1,Allowed
USER_06213,62,6,344,0,1,Allowed
USER_06214,66,2,7297,0,1,Allowed
USER_06215,12,39,4566,0,1,Allowed
USER_06216,2,1,260,0,1,Allowed
USER_06217,180,48,8441,0,0,Suspicious
USER_06218,67,7,1465,0,1,Allowed
USER_06219,15,1,438,0,1,Allowed
USER_06220,28,5,861,0,1,Allowed
USER_06221,111,1,326,0,0,Suspicious
USER_06222,23,26,4792,0,1,Allowed
USER_06223,5,47,3952,0,1,Allowed
USER_06224,102,14,1201,0,0,Suspicious
USER_06225,7,3,883,0,1,Allowed
USER_06226,131,283,38391,1,2,Blocked
USER_06227,4,4,550,0,1,Allowed
USER_06228,1,2,498,0,1,Allowed
USER_06229,51,28,6559,0,1,Allowed
USER_06230,0,8,912,0,1,Allowed
USER_06231,19,5,419,0,1,Allowed
USER_06232,27,26,5912,0,1,Allowed
USER_06233,8,5,496,0,1,Allowed
USER_06234,57,14,6489,0,1,Allowed
USER_06235,0,2,1296,0,1,Allowed
USER_06236,34,70,9376,0,1,Allowed
USER_06237,19,3,215,0,1,Allowed
USER_06238,2,3,455,0,1,Allowed
USER_06239,8,3,614,0,1,Allowed
USER_06240,3,7,432,0,1,Allowed
USER_06241,14,1,791,0,1,Allowed
USER_06242,15,99,3696,0,1,Allowed
USER_06243,2,8,724,0,1,Allowed
USER_06244,77,2,2262,0,0,Suspicious
USER_06245,139,206,19188,0,0,Suspicious
USER_06246,88,10,3437,0,0,Suspicious
USER_06247,16,281,11948,0,1,Allowed
USER_06248,12,2,456,0,1,Allowed
USER_06249,33,8,1482,0,1,Allowed
USER_06250,25,1,403,0,1,Allowed
USER_06251,6,2,559,0,1,Allowed
USER_06252,22,7,483,0,1,Allowed
USER_06253,49,48,9234,0,1,Allowed
USER_06254,4,5,691,0,1,Allowed
USER_06255,180,68,36464,1,0,Suspicious
